"Season","Conference","Player","Team","BA","OBP","SLG","OPS","GP","PA","AB","R","H","2B","3B","HR","RBI","HBP","BB","K","SB","CS"
2022,"All Division I","Samantha Martinez","CSU Bakersfield",0.187,0.281,0.262,0.543,45,125,107,6,20,5,0,1,5,0,14,29,0,0
2022,"All Division I","Samantha Mills","Central Michigan",0.198,0.252,0.262,0.514,53,139,126,13,25,5,0,1,11,2,7,31,0,0
2022,"All Division I","Samantha Nagel","Hartford",0.238,0.243,0.307,0.55,37,104,101,5,24,7,0,0,9,0,1,15,0,1
2022,"All Division I","Samantha Parish","Sacramento State",0.269,0.298,0.368,0.667,55,192,171,29,46,9,1,2,12,1,7,18,1,0
2022,"All Division I","Samantha Reele","Western Carolina",0.218,0.279,0.355,0.634,47,137,124,14,27,8,0,3,11,3,8,24,4,0
2022,"All Division I","Samantha Smith","Bradley",0.31,0.366,0.487,0.853,52,175,158,35,49,16,0,4,31,6,9,25,1,1
2022,"All Division I","Samaria Jackson","Arkansas-Pine Bluff",0.377,0.419,0.736,1.155,40,117,106,23,40,5,3,9,21,0,9,17,1,0
2022,"All Division I","Sami Reynolds","Washington",0.32,0.389,0.497,0.885,50,177,153,44,49,12,0,5,23,3,16,22,11,0
2022,"All Division I","Sami Villarreal","Rhode Island",0.244,0.333,0.323,0.656,45,155,127,12,31,7,0,1,11,0,18,18,3,1
2022,"All Division I","Sammi Miller","Eastern Kentucky",0.336,0.481,0.429,0.909,49,183,140,28,47,5,1,2,14,10,30,15,22,3
2022,"All Division I","Sammy Moss","Northern Iowa",0.279,0.352,0.361,0.712,45,165,147,19,41,6,0,2,16,3,14,11,3,2
2022,"All Division I","Sammy Needham","Santa Clara",0.287,0.384,0.388,0.772,49,157,129,11,37,6,2,1,25,6,15,41,2,0
2022,"All Division I","Samyah Richardson","Hampton",0.165,0.303,0.198,0.502,50,148,121,17,20,4,0,0,11,0,24,40,10,4
2022,"All Division I","Sandrea Hord","Delaware State",0.226,0.356,0.286,0.642,34,102,84,9,19,3,1,0,4,11,6,11,4,0
2022,"All Division I","Sara Berthiaume","Florida Atlantic",0.384,0.429,0.604,1.032,55,182,164,33,63,10,7,4,34,4,11,17,11,3
2022,"All Division I","Sara Jubas","North Carolina",0.357,0.471,0.543,1.014,50,172,140,32,50,17,0,3,37,7,24,8,3,1
2022,"All Division I","Sara Mosley","Georgia",0.418,0.473,0.764,1.237,57,206,182,51,76,12,0,17,53,1,20,11,1,1
2022,"All Division I","Sara Olson","Long Beach State",0.29,0.352,0.352,0.704,49,164,145,30,42,5,2,0,20,4,10,19,12,3
2022,"All Division I","Sara Vanderford","Texas State",0.306,0.413,0.518,0.931,57,205,170,34,52,15,0,7,38,2,29,25,8,2
2022,"All Division I","Sarah Baluch","Bucknell",0.152,0.204,0.162,0.365,39,115,105,4,16,1,0,0,4,2,5,30,0,0
2022,"All Division I","Sarah Clinton","Drexel",0.274,0.38,0.459,0.838,46,189,157,43,43,6,4,5,34,4,24,30,14,1
2022,"All Division I","Sarah Ellersick","Santa Clara",0.241,0.305,0.267,0.573,47,135,116,6,28,3,0,0,15,6,6,16,1,0
2022,"All Division I","Sarah Genz","Notre Dame",0.312,0.354,0.377,0.73,40,83,77,10,24,5,0,0,11,0,5,3,3,0
2022,"All Division I","Sarah Gonzalez","Bowling Green",0.207,0.265,0.319,0.584,53,152,135,18,28,3,0,4,14,1,10,42,3,1
2022,"All Division I","Sarah McKeveny","Bryant",0.299,0.357,0.368,0.725,32,99,87,6,26,3,0,1,13,1,8,22,0,0
2022,"All Division I","Sarah Price","USC Upstate",0.273,0.34,0.339,0.679,58,208,183,40,50,9,0,1,26,1,18,12,37,3
2022,"All Division I","Sarah Schneider","Penn",0.315,0.418,0.662,1.08,42,153,130,34,41,12,0,11,27,1,22,13,11,1
2022,"All Division I","Sarah Seamans","Pittsburgh",0.257,0.319,0.44,0.76,38,123,109,12,28,6,1,4,19,0,10,23,4,3
2022,"All Division I","Sarah Starks","UC Davis",0.242,0.349,0.43,0.778,52,178,149,21,36,7,3,5,19,3,22,16,3,2
2022,"All Division I","Sarah Taffet","Fordham",0.192,0.248,0.346,0.594,43,117,104,10,20,3,2,3,13,1,7,24,1,0
2022,"All Division I","Savaanah Garcia","Drexel",0.244,0.289,0.353,0.642,42,132,119,15,29,5,1,2,13,2,6,20,1,0
2022,"All Division I","Savana Sikes","Georgia",0.285,0.363,0.411,0.774,57,184,158,33,45,12,1,2,17,4,17,12,6,0
2022,"All Division I","Savannah Behabetz","Incarnate Word",0.352,0.385,0.389,0.774,41,123,108,21,38,2,1,0,9,0,7,16,7,2
2022,"All Division I","Savannah Channell","North Florida",0.252,0.412,0.402,0.814,56,171,127,27,32,10,0,3,23,2,34,14,0,2
2022,"All Division I","Savannah Favre","UTEP",0.258,0.333,0.292,0.625,43,101,89,11,23,1,1,0,6,0,10,17,12,1
2022,"All Division I","Savannah Jones","Georgetown",0.291,0.362,0.515,0.877,43,157,134,32,39,6,0,8,22,5,11,24,3,1
2022,"All Division I","Savannah Rice","Western Carolina",0.257,0.296,0.55,0.846,40,116,109,17,28,5,0,9,25,0,6,19,1,1
2022,"All Division I","Savannah Rodriguez","Western Illinois",0.26,0.351,0.38,0.731,38,114,100,7,26,6,0,2,8,3,11,25,0,0
2022,"All Division I","Savannah Tourville","Grand Canyon",0.255,0.378,0.412,0.79,43,127,102,10,26,10,0,2,15,12,10,9,1,0
2022,"All Division I","SeaEnna Satcher","Charleston Southern",0.261,0.299,0.436,0.735,55,175,165,18,43,9,1,6,33,8,1,18,1,1
2022,"All Division I","Seneca Curo","UCLA",0.253,0.333,0.333,0.667,46,117,99,17,25,5,0,1,23,5,8,17,2,0
2022,"All Division I","Serena Fogg","Quinnipiac",0.25,0.352,0.382,0.734,31,89,76,10,19,4,0,2,9,4,8,19,2,1
2022,"All Division I","Serena Huchingson","Boise State",0.283,0.372,0.509,0.881,44,122,106,32,30,5,2,5,20,5,10,23,3,0
2022,"All Division I","Serena Starks","Princeton",0.355,0.381,0.434,0.815,45,164,152,27,54,9,0,1,27,1,6,13,7,4
2022,"All Division I","Shannon Carr","Oakland",0.198,0.344,0.236,0.579,43,134,106,9,21,4,0,0,10,9,15,18,1,0
2022,"All Division I","Shannon Doherty","UCF",0.306,0.459,0.497,0.957,63,224,173,39,53,10,1,7,36,17,32,27,11,0
2022,"All Division I","Shannon Glover","North Florida",0.337,0.359,0.533,0.892,59,196,184,37,62,7,1,9,38,3,5,16,4,0
2022,"All Division I","Shannon Stein","Central Michigan",0.364,0.419,0.775,1.193,52,192,173,38,63,20,0,17,47,1,16,17,0,0
2022,"All Division I","Sharlize Palacios","Arizona",0.326,0.441,0.709,1.151,61,213,172,46,56,4,1,20,64,2,36,33,0,0
2022,"All Division I","Shayna Myshrall","Niagara",0.194,0.252,0.252,0.505,39,117,103,6,20,1,1,1,10,3,6,22,3,0
2022,"All Division I","Shea Walsh","Marist",0.343,0.412,0.492,0.903,55,204,181,45,62,13,1,4,18,9,13,13,11,3
2022,"All Division I","Shelbi Sunseri","LSU",0.267,0.385,0.616,1.002,52,181,146,24,39,6,0,15,41,2,28,24,0,0
2022,"All Division I","Shelby Barfield","Georgia Southern",0.216,0.289,0.239,0.527,38,97,88,10,19,2,0,0,6,1,8,15,3,0
2022,"All Division I","Shelby Echols","Houston Christian",0.442,0.488,0.558,1.047,45,170,154,32,68,9,3,1,14,1,13,12,6,3
2022,"All Division I","Shelby Gayre","Kansas",0.262,0.359,0.484,0.843,46,146,126,19,33,7,0,7,21,5,14,38,0,0
2022,"All Division I","Shelby Penning","Tennessee Tech",0.228,0.288,0.474,0.762,49,129,114,19,26,2,1,8,17,1,9,24,8,1
2022,"All Division I","Shelby Smith","Seton Hall",0.311,0.436,0.571,1.008,41,149,119,16,37,8,1,7,24,2,26,24,0,0
2022,"All Division I","Sheridan Fisher","Sam Houston State",0.233,0.338,0.276,0.615,53,200,163,24,38,7,0,0,14,15,13,7,2,1
2022,"All Division I","Shyanne Sheffield","UT Martin",0.348,0.419,0.464,0.883,48,159,138,41,48,5,1,3,28,1,16,27,8,0
2022,"All Division I","Sidney Sikes","Southern Illinois",0.208,0.41,0.3,0.71,47,169,120,11,25,5,0,2,28,23,20,12,0,0
2022,"All Division I","Sidney Wagnon","Jacksonville State",0.25,0.352,0.279,0.63,51,169,140,18,35,4,0,0,11,1,21,15,5,0
2022,"All Division I","Sierra Frazier","UAB",0.331,0.418,0.597,1.015,49,165,139,22,46,10,3,7,48,9,14,10,0,0
2022,"All Division I","Sierra Gilmore","Murray State",0.314,0.393,0.537,0.93,59,206,175,38,55,15,0,8,38,1,25,17,4,0
2022,"All Division I","Sierra Lange","George Washington",0.333,0.431,0.512,0.943,53,202,168,49,56,12,3,4,23,6,25,5,19,3
2022,"All Division I","Sierra Pierce","UMBC",0.331,0.353,0.474,0.826,42,140,133,16,44,10,0,3,20,1,4,6,12,1
2022,"All Division I","Skylar Coberley","Central Michigan",0.263,0.35,0.385,0.735,53,180,156,23,41,7,0,4,26,1,20,46,1,0
2022,"All Division I","Skylar Padgett","North Dakota State",0.236,0.304,0.35,0.654,49,141,123,28,29,8,0,2,15,3,10,31,1,0
2022,"All Division I","Skylar Wallace","Florida",0.386,0.542,0.636,1.177,68,253,184,79,71,12,5,8,53,16,50,32,52,4
2022,"All Division I","Skyler Ramos","Iowa State",0.204,0.342,0.327,0.668,47,120,98,19,20,4,1,2,16,2,19,26,9,0
2022,"All Division I","Skyler Rapuano","Rhode Island",0.271,0.351,0.331,0.681,41,137,118,18,32,3,2,0,10,1,14,31,7,3
2022,"All Division I","Skyler Shellmyer","Northwestern",0.348,0.418,0.408,0.826,58,226,201,58,70,9,0,1,8,1,23,30,22,4
2022,"All Division I","Skylor Hilger","DePaul",0.245,0.305,0.264,0.569,50,178,163,31,40,3,0,0,11,1,13,21,10,2
2022,"All Division I","Sommer Baker","Florida Atlantic",0.183,0.315,0.321,0.636,54,133,109,18,20,1,4,2,9,7,14,34,9,0
2022,"All Division I","Sommer Kisling","UC Davis",0.255,0.328,0.273,0.601,52,190,165,22,42,1,1,0,10,2,16,11,1,1
2022,"All Division I","Sona Halajian","California",0.35,0.429,0.637,1.066,55,184,157,27,55,6,0,13,43,3,21,30,5,1
2022,"All Division I","Sophia Pappas","Binghamton",0.217,0.26,0.383,0.642,44,127,115,8,25,8,1,3,16,5,3,25,1,0
2022,"All Division I","Sophia Recrosio","Canisius",0.305,0.346,0.398,0.744,46,138,128,23,39,10,1,0,17,0,8,10,4,2
2022,"All Division I","Sophie Mooney","Georgia State",0.284,0.348,0.446,0.794,51,165,148,24,42,12,0,4,24,6,9,23,11,3
2022,"All Division I","Sophie Weber","Bowling Green",0.255,0.292,0.321,0.613,47,114,106,3,27,4,0,1,18,2,4,18,1,0
2022,"All Division I","Sophie Wools","East Carolina",0.236,0.315,0.418,0.733,52,124,110,11,26,2,0,6,19,1,12,30,2,0
2022,"All Division I","Stacy Payton","Charlotte",0.31,0.45,0.538,0.988,57,200,158,26,49,13,1,7,30,9,32,11,1,0
2022,"All Division I","Stavi Augur","Monmouth",0.291,0.361,0.417,0.778,49,169,151,20,44,10,0,3,21,5,12,12,4,1
2022,"All Division I","Steffany Dickerson","Missouri State",0.272,0.38,0.446,0.825,39,108,92,9,25,4,0,4,18,2,14,26,1,0
2022,"All Division I","Steph Jacoby","Colgate",0.252,0.304,0.472,0.775,47,135,123,14,31,10,1,5,34,5,5,19,0,0
2022,"All Division I","Stephanie Reed","Grand Canyon",0.307,0.369,0.466,0.835,55,186,163,34,50,14,3,2,30,10,6,16,15,3
2022,"All Division I","Sydnee Hebert","Stephen F. Austin",0.314,0.476,0.621,1.097,54,185,140,29,44,7,0,12,34,2,42,38,0,0
2022,"All Division I","Sydnee Huff","Stanford",0.312,0.382,0.446,0.828,60,208,186,35,58,10,6,1,19,5,16,21,3,0
2022,"All Division I","Sydney Bajusz","Cleveland State",0.286,0.346,0.398,0.744,38,109,98,15,28,6,1,1,14,2,7,17,8,0
2022,"All Division I","Sydney Guess","Longwood",0.255,0.33,0.357,0.687,44,109,98,11,25,4,0,2,13,1,10,14,1,0
2022,"All Division I","Sydney Gutierrez","Ole Miss",0.27,0.388,0.382,0.77,57,186,152,19,41,10,2,1,31,8,22,24,1,0
2022,"All Division I","Sydney Hayes","Villanova",0.178,0.248,0.246,0.494,53,132,118,19,21,5,0,1,6,4,7,42,3,2
2022,"All Division I","Sydney Hoyt","Texas A&M-Corpus Christi",0.285,0.447,0.377,0.824,49,170,130,22,37,6,0,2,26,0,39,30,3,0
2022,"All Division I","Sydney Jacobsen","Longwood",0.306,0.335,0.513,0.848,55,170,160,26,49,7,1,8,27,5,3,23,1,0
2022,"All Division I","Sydney Kuma","Georgia",0.333,0.443,0.661,1.104,60,206,168,55,56,11,1,14,42,9,25,43,10,3
2022,"All Division I","Sydney Love-Baker","Tennessee Tech",0.257,0.409,0.472,0.881,54,190,144,33,37,6,2,7,34,4,33,28,2,0
2022,"All Division I","Sydney McKinney","Wichita State",0.522,0.566,0.849,1.415,51,205,186,69,97,12,5,13,38,3,16,14,12,3
2022,"All Division I","Sydney Nichols","Kansas City",0.126,0.191,0.235,0.426,44,133,119,11,15,1,0,4,15,2,8,40,0,0
2022,"All Division I","Sydney Pennington","Oklahoma State",0.329,0.402,0.545,0.947,62,189,167,33,55,4,1,10,44,1,20,29,3,1
2022,"All Division I","Sydney Ross","Omaha",0.229,0.387,0.375,0.762,41,125,96,25,22,5,0,3,12,13,13,23,15,0
2022,"All Division I","Sydney Sherrill","Florida State",0.321,0.484,0.586,1.07,61,217,162,49,52,16,0,9,41,2,51,18,11,0
2022,"All Division I","Sydney Steele","Stanford",0.221,0.288,0.336,0.623,59,154,140,23,31,7,0,3,20,2,11,20,5,1
2022,"All Division I","Sydney Strelow","Minnesota",0.225,0.368,0.435,0.803,54,174,138,23,31,6,1,7,25,7,25,31,1,0
2022,"All Division I","Sydney Wesley","Mississippi Valley",0.225,0.303,0.288,0.591,32,90,80,7,18,2,0,1,8,0,9,8,3,1
2022,"All Division I","Sydney Yoder","East Carolina",0.292,0.353,0.467,0.82,49,133,120,23,35,3,3,4,31,2,10,27,4,0
2022,"All Division I","Tara McElligott","Illinois-Chicago",0.319,0.47,0.629,1.1,43,151,116,23,37,10,1,8,23,16,18,21,4,0
2022,"All Division I","Taryn Peru","Detroit",0.289,0.354,0.421,0.775,42,129,114,11,33,3,0,4,17,2,10,23,0,0
2022,"All Division I","Tate Whitley","Ole Miss",0.387,0.441,0.432,0.873,60,226,199,51,77,5,2,0,24,0,20,25,9,2
2022,"All Division I","Tatum Anzaldo","California",0.383,0.425,0.508,0.933,56,209,193,35,74,10,1,4,24,1,13,19,9,3
2022,"All Division I","Tatum Biddle","Northern Kentucky",0.222,0.291,0.361,0.652,52,159,144,15,32,6,4,2,15,3,11,54,2,0
2022,"All Division I","Taudrea Sinnie","East Carolina",0.283,0.339,0.345,0.684,44,127,113,19,32,7,0,0,4,0,10,14,11,2
2022,"All Division I","Tayla Evans","North Texas",0.278,0.426,0.604,1.03,53,185,144,35,40,10,2,11,31,6,32,35,4,1
2022,"All Division I","Taylei Williams","BYU",0.394,0.442,0.646,1.088,45,144,127,40,50,13,2,5,26,0,11,7,17,1
2022,"All Division I","Tayli Filla","FGCU",0.303,0.341,0.471,0.812,47,131,119,11,36,4,2,4,13,0,7,32,6,0
2022,"All Division I","Taylor Adams","San Diego State",0.336,0.42,0.52,0.94,48,148,125,23,42,6,1,5,23,2,16,16,8,2
2022,"All Division I","Taylor Bump","Michigan",0.231,0.371,0.434,0.805,52,179,143,14,33,9,1,6,30,2,30,30,0,0
2022,"All Division I","Taylor Cates","Kennesaw State",0.389,0.433,0.847,1.28,51,179,157,40,61,15,0,19,48,2,14,23,11,2
2022,"All Division I","Taylor Dadig","George Mason",0.398,0.429,0.44,0.868,50,180,166,35,66,5,1,0,19,1,8,12,18,3
2022,"All Division I","Taylor Davis","Western Kentucky",0.397,0.447,0.436,0.883,51,181,156,42,62,4,1,0,19,2,12,6,20,5
2022,"All Division I","Taylor Ellsworth","Arkansas",0.341,0.465,0.665,1.13,59,215,173,51,59,14,0,14,53,10,30,16,0,0
2022,"All Division I","Taylor Fawcett","Rutgers",0.277,0.331,0.453,0.784,50,151,137,18,38,12,0,4,26,2,10,31,4,1
2022,"All Division I","Taylor Gauthier","Detroit",0.271,0.333,0.292,0.625,33,106,96,10,26,2,0,0,1,1,8,8,4,1
2022,"All Division I","Taylor Gindlesperger","Stanford",0.341,0.377,0.481,0.858,56,201,185,33,63,11,6,1,25,1,11,20,14,3
2022,"All Division I","Taylor Greene","North Carolina",0.286,0.412,0.571,0.984,51,167,133,16,38,12,1,8,32,9,21,26,0,0
2022,"All Division I","Taylor Herschbach","Valparaiso",0.27,0.328,0.325,0.654,45,140,126,21,34,5,1,0,11,1,10,19,13,0
2022,"All Division I","Taylor Hogan","Northern Iowa",0.325,0.398,0.553,0.951,42,132,114,26,37,10,2,4,23,0,14,17,7,3
2022,"All Division I","Taylor Johnson","NC State",0.218,0.333,0.462,0.796,52,145,119,25,26,2,0,9,23,6,16,46,1,2
2022,"All Division I","Taylor Marinelli","Saint Joseph's",0.241,0.338,0.361,0.699,46,155,133,16,32,7,0,3,20,3,17,35,2,0
2022,"All Division I","Taylor Okada","Maryland",0.329,0.39,0.36,0.75,52,179,161,20,53,3,1,0,22,3,13,9,8,0
2022,"All Division I","Taylor Pack","Ohio State",0.231,0.34,0.385,0.724,42,112,91,11,21,3,1,3,8,2,13,10,3,0
2022,"All Division I","Taylor Pleasants","LSU",0.295,0.391,0.597,0.988,57,211,176,39,52,15,1,12,48,6,23,21,3,0
2022,"All Division I","Taylor Rhea","Morehead State",0.21,0.264,0.259,0.524,34,89,81,5,17,1,0,1,7,0,6,20,0,1
2022,"All Division I","Taylor Roby","Louisville",0.261,0.382,0.592,0.975,52,191,157,27,41,7,0,15,45,4,28,39,0,0
2022,"All Division I","Taylor Sanders","Western Kentucky",0.347,0.427,0.653,1.08,50,173,144,35,50,11,0,11,54,4,19,28,5,1
2022,"All Division I","Taylor Tonoian","Valparaiso",0.167,0.205,0.226,0.431,38,89,84,10,14,5,0,0,6,1,3,12,0,0
2022,"All Division I","Teah Thies","UC Santa Barbara",0.226,0.28,0.328,0.608,50,150,137,19,31,3,1,3,24,5,6,21,2,0
2022,"All Division I","Teanna Lucio","Incarnate Word",0.241,0.283,0.292,0.575,46,146,137,21,33,3,2,0,12,0,8,19,9,0
2022,"All Division I","Tevanae Tate","Texas Southern",0.327,0.459,0.701,1.16,44,134,107,28,35,5,1,11,32,3,23,29,1,1
2022,"All Division I","Tiera Washington","Hampton",0.189,0.279,0.214,0.493,55,182,159,22,30,4,0,0,8,1,19,17,5,2
2022,"All Division I","Tierrah Williams","Texas Southern",0.263,0.321,0.4,0.721,37,110,95,19,25,5,1,2,22,3,7,14,1,0
2022,"All Division I","Tiffany Domingue","USC Upstate",0.365,0.428,0.593,1.021,56,189,167,46,61,10,2,8,43,2,17,16,8,0
2022,"All Division I","Tiffany Giese","Green Bay",0.366,0.433,0.429,0.862,50,185,161,36,59,8,1,0,15,2,17,25,25,2
2022,"All Division I","Tiffany Stevens","Akron",0.223,0.258,0.295,0.553,43,125,112,6,25,3,1,1,20,4,3,24,0,0
2022,"All Division I","Timberlyn Shurbutt","Samford",0.278,0.366,0.494,0.859,53,186,162,28,45,12,1,7,41,1,22,16,5,1
2022,"All Division I","TJ Webster","Western Kentucky",0.276,0.298,0.288,0.587,51,167,156,29,43,2,0,0,9,0,5,22,20,1
2022,"All Division I","Toni Camarillo","Bryant",0.304,0.37,0.348,0.718,37,130,115,20,35,5,0,0,13,2,10,7,10,1
2022,"All Division I","Toni Perrin","McNeese",0.256,0.367,0.359,0.726,55,142,117,29,30,4,1,2,16,7,14,22,20,4
2022,"All Division I","Tori Gilbert","Virginia",0.266,0.348,0.584,0.933,54,178,154,35,41,11,1,12,27,3,18,43,10,2
2022,"All Division I","Tori Meyer","DePaul",0.339,0.391,0.539,0.93,53,179,165,35,56,12,3,5,34,6,8,37,7,0
2022,"All Division I","Tori Mueller","UMass Lowell",0.295,0.35,0.341,0.691,48,144,129,18,38,4,1,0,6,0,11,19,6,2
2022,"All Division I","Tricia Awald","Georgia Tech",0.393,0.568,0.703,1.272,56,213,145,28,57,16,1,9,43,12,52,30,1,0
2022,"All Division I","Trinity Spear","Morehead State",0.189,0.22,0.295,0.515,41,102,95,16,18,2,4,0,7,0,4,28,8,1
2022,"All Division I","Tuli Iosefa","Norfolk State",0.372,0.488,0.682,1.17,48,160,129,26,48,7,0,11,46,5,25,20,0,0
2022,"All Division I","Tylar Vernon","Central Arkansas",0.193,0.276,0.336,0.612,47,137,119,19,23,3,1,4,12,1,13,38,0,0
2022,"All Division I","Tyler Armistead","UAB",0.306,0.39,0.374,0.764,49,173,147,31,45,5,1,1,11,4,18,16,7,0
2022,"All Division I","Tyler Goldstein","UC Santa Barbara",0.303,0.343,0.386,0.729,54,147,132,8,40,6,1,1,16,2,7,16,1,0
2022,"All Division I","Tytianna Robinson","Grambling",0.253,0.313,0.33,0.643,36,99,91,11,23,5,1,0,11,2,6,12,4,0
2022,"All Division I","Val Pero","Loyola Marymount",0.294,0.375,0.413,0.788,45,150,126,15,37,9,0,2,29,3,14,24,0,0
2022,"All Division I","Valerie Cagle","Clemson",0.308,0.371,0.584,0.955,59,206,185,34,57,10,1,13,44,2,17,39,0,1
2022,"All Division I","Vallery Wong","Oregon",0.275,0.325,0.588,0.913,41,116,102,19,28,2,0,10,29,2,7,21,1,1
2022,"All Division I","Vanessa Martin","Mount St. Mary's",0.25,0.32,0.348,0.668,45,128,112,19,28,5,0,2,9,1,11,28,11,2
2022,"All Division I","Venessa Gallegos","Florida International",0.255,0.375,0.358,0.733,45,128,106,20,27,5,0,2,19,1,20,14,4,1
2022,"All Division I","Victoria Ortiz","South Alabama",0.314,0.415,0.744,1.159,43,142,121,28,38,12,2,12,33,6,15,23,3,2
2022,"All Division I","Victoria Rodebaugh","Jacksonville",0.305,0.461,0.458,0.918,45,153,118,23,36,6,0,4,20,14,20,19,3,1
2022,"All Division I","Vivian Ponn","USF",0.267,0.365,0.452,0.817,55,156,135,19,36,8,1,5,24,5,16,24,0,0
2022,"All Division I","Willa Ferrer","Yale",0.227,0.32,0.364,0.684,30,79,66,9,15,2,2,1,9,2,7,21,1,0
2022,"All Division I","Wylie Glover","Wichita State",0.276,0.322,0.419,0.741,41,116,105,26,29,6,0,3,13,1,7,15,1,0
2022,"All Division I","Xiara Diaz","Cal Poly",0.261,0.338,0.291,0.629,48,152,134,13,35,4,0,0,11,10,6,17,7,3
2022,"All Division I","Xzarria Simmons","Howard",0.295,0.394,0.324,0.718,43,129,105,25,31,3,0,0,14,1,18,13,4,1
2022,"All Division I","Yannira Acuña","Arizona State",0.43,0.562,0.852,1.415,54,202,149,63,64,19,1,14,43,20,29,18,5,0
2022,"All Division I","Yazmine Romero","Youngstown State",0.362,0.402,0.403,0.805,56,210,196,32,71,6,1,0,18,0,13,22,12,2
2022,"All Division I","Yrral Davis","Norfolk State",0.298,0.407,0.43,0.836,53,151,121,21,36,9,2,1,28,10,15,13,11,1
2022,"All Division I","Yvonne Whaley","Pittsburgh",0.344,0.387,0.42,0.807,41,143,131,21,45,4,0,2,5,0,10,11,8,2
2022,"All Division I","Zoe Jones","Wichita State",0.324,0.404,0.659,1.063,52,193,170,52,55,12,0,15,51,6,17,30,2,0
2022,"All Division I","Zoey Keyes","Jackson State",0.19,0.317,0.207,0.524,46,151,121,18,23,2,0,0,16,7,16,18,3,0
2022,"All Division I","Alexa Schultz","San Diego State",0.251,0.339,0.353,0.692,54,194,167,33,42,8,0,3,32,6,17,30,13,2
2022,"All Division I","Alexis Lemus","Cal State Northridge",0.222,0.331,0.333,0.665,51,184,153,24,34,9,1,2,21,11,14,23,0,0
2022,"All Division I","Ami Ill","Western Illinois",0.286,0.347,0.331,0.678,45,147,133,15,38,0,3,0,5,2,11,14,6,3
2022,"All Division I","Becca Schulte","Houston",0.294,0.405,0.643,1.048,53,175,143,40,42,9,1,13,45,1,27,32,9,2
2022,"All Division I","Cammy Pereira","Clemson",0.287,0.361,0.431,0.792,59,204,181,34,52,7,2,5,27,8,13,38,1,4
2022,"All Division I","Carmyn Greenwood","Louisville",0.391,0.449,0.793,1.242,51,191,169,51,66,18,7,12,52,0,18,35,6,0
2022,"All Division I","Carson Shaner","NC State",0.23,0.282,0.558,0.84,46,127,113,17,26,4,0,11,22,2,7,49,0,0
2022,"All Division I","Casidy Chaumont","Missouri",0.282,0.329,0.5,0.829,52,153,142,32,40,11,1,6,22,1,9,37,0,2
2022,"All Division I","Chandley Garner","East Carolina",0.213,0.3,0.36,0.66,51,170,150,26,32,5,1,5,21,4,15,47,8,3
2022,"All Division I","Danielle Romanello","San Diego State",0.259,0.352,0.42,0.771,51,166,143,15,37,6,1,5,26,4,17,25,2,0
2022,"All Division I","Daryn Haslam","Texas Southern",0.284,0.415,0.404,0.818,43,137,109,13,31,4,0,3,30,0,25,19,1,0
2022,"All Division I","Delanie Wisz","UCLA",0.402,0.505,0.762,1.267,61,205,164,44,66,9,1,16,63,6,31,20,1,1
2022,"All Division I","Desiree Bumpers","Arkansas-Pine Bluff",0.217,0.255,0.272,0.527,41,100,92,12,20,3,1,0,5,0,5,23,0,0
2022,"All Division I","Emily Estroff","FGCU",0.279,0.318,0.352,0.67,46,129,122,13,34,4,1,1,12,0,7,22,1,1
2022,"All Division I","Georgia Blair","Loyola Marymount",0.37,0.446,0.593,1.038,50,161,135,20,50,12,0,6,32,2,18,26,3,0
2022,"All Division I","Georgia Land","North Alabama",0.309,0.38,0.66,1.04,57,191,162,30,50,3,0,18,53,0,21,19,0,0
2022,"All Division I","Grace Chelemen","Marshall",0.296,0.34,0.387,0.727,46,157,142,24,42,8,1,1,18,0,10,20,8,0
2022,"All Division I","Gracie Osbron","Murray State",0.351,0.436,0.625,1.061,58,195,168,38,59,15,2,9,40,5,21,23,7,2
2022,"All Division I","Hayley Busby","Oklahoma State",0.24,0.319,0.384,0.703,53,142,125,17,30,3,0,5,19,1,14,22,2,1
2022,"All Division I","Hope Hernandez","FGCU",0.201,0.236,0.259,0.495,49,151,139,12,28,6,1,0,12,1,6,11,4,1
2022,"All Division I","Justene Molina","UCF",0.284,0.406,0.426,0.831,59,174,141,30,40,7,2,3,28,2,27,14,8,2
2022,"All Division I","Kassidy Krupit","South Carolina",0.243,0.331,0.272,0.602,47,118,103,5,25,3,0,0,11,5,9,22,0,0
2022,"All Division I","Kayla Boseman","James Madison",0.253,0.394,0.518,0.912,40,104,83,17,21,1,0,7,16,7,13,23,2,0
2022,"All Division I","Kelsey Brown","Virginia Tech",0.295,0.323,0.393,0.716,47,127,122,21,36,1,4,1,12,1,4,10,13,3
2022,"All Division I","Kennedi Sorensen","Cal State Northridge",0.221,0.344,0.37,0.714,54,183,154,11,34,6,1,5,28,9,20,31,1,0
2022,"All Division I","Kennedy Johnson","UL Monroe",0.342,0.406,0.514,0.92,51,165,146,23,50,14,1,3,31,6,11,16,9,1
2022,"All Division I","Kylie George","Texas State",0.311,0.383,0.341,0.723,51,151,132,28,41,4,0,0,10,0,16,28,14,3
2022,"All Division I","Kylie Norwood","Tulsa",0.31,0.394,0.449,0.844,49,180,158,24,49,11,1,3,20,3,19,25,2,1
2022,"All Division I","Kyra Snyder","Long Beach State",0.294,0.358,0.346,0.703,48,152,136,15,40,4,0,1,18,3,11,29,0,0
2022,"All Division I","Love Drumgole","Albany",0.281,0.367,0.333,0.7,40,110,96,17,27,2,0,1,12,2,11,25,12,2
